Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI
01-01-2017,61.25,100.46,39.37,0.25,6.08,69.11,110
02-01-2017,47.21,80.12,52,0.33,20.73,47.61,103
03-01-2017,65.45,132.09,58.68,0.31,22.99,50.37,103
04-01-2017,116.03,197.89,58.2,0.15,37.31,56.42,215
05-01-2017,96.21,162.27,57.6,0,25.88,45.66,276
06-01-2017,75.89,147.99,69.76,0,34.18,36.8,158
07-01-2017,63.83,104.25,37.49,0,7.83,58.44,137
08-01-2017,62.34,100.56,34.38,0,3.21,52.76,102
09-01-2017,51.67,80.46,30.24,0,3.56,60.3,96
10-01-2017,61.42,112.53,36.21,0,6.6,53.49,98
11-01-2017,82.34,168.93,49.71,0,29.68,49.64,163
12-01-2017,115.47,212.64,55.94,0,55.61,51.68,236
13-01-2017,108.41,166.25,49.01,0,16.8,43.54,281
14-01-2017,73.75,114.17,38.15,0,7.78,47.92,183
15-01-2017,81.72,120.38,39.02,0,3.77,42.95,164
16-01-2017,83.39,140.24,52.77,0,21.93,30.43,184
17-01-2017,64.14,116.31,49.49,0,5.32,32.75,133
18-01-2017,54.56,81.16,34.26,0,4.16,58.14,126
19-01-2017,67.09,109.2,38.78,0,3.76,66.33,104
20-01-2017,76.51,135.24,49.29,0,9,55.29,150
21-01-2017,69.51,137.83,63.8,0,7.19,48.08,156
22-01-2017,60.61,111.85,49.44,0,6.68,53.25,113
23-01-2017,83.79,150.97,52.58,0,13.58,53.54,156
24-01-2017,71.49,148.62,50.58,0,12.35,53.29,151
25-01-2017,76.94,144.81,47.79,0,9.19,58.67,149
26-01-2017,64.21,108.56,32.92,0,4.04,75.82,132
27-01-2017,56.14,100.4,41.9,0,7.88,51.86,100
28-01-2017,68.79,131.75,43.74,0,12.09,43.59,115
29-01-2017,85.73,157.28,53.72,0,34.99,49.54,199
30-01-2017,62.96,124.01,60.35,0,19.96,56.94,129
31-01-2017,54.98,115.66,46.64,0,12.33,53.74,110
01-02-2017,44.56,87.45,35.7,0,5.74,74.98,151
02-02-2017,52.36,96.1,37.44,0,3.48,68.59,102
03-02-2017,58.81,109.98,42.23,0,8.29,76.03,113
04-02-2017,68.29,141.85,52.03,0,13.7,82.95,149
05-02-2017,56.73,117.29,45.95,0,11.04,98.75,164
06-02-2017,64.14,136.36,52.4,0,18.17,61.34,118
07-02-2017,93.54,188.21,60.66,0,25.9,42.44,185
08-02-2017,83.13,163.13,51.31,0,17.22,45.33,180
09-02-2017,70.3,134.14,45.89,0,7.48,50.11,161
10-02-2017,64.97,108.1,35.98,0,5.02,67.42,121
11-02-2017,41.77,92.43864353,27.85,0,1.8,64.54,115
12-02-2017,39.67,92.43864353,32.34,0,3.08,47.55,78
14-02-2017,62.32,115.04,35.19,0,10.09,57.4,137
15-02-2017,66.1,129.76,40.94,0.08,10.89,38.79,123
16-02-2017,85.12,173.28,46.28,0.11,23.38,40.55,158
17-02-2017,82.76,203.34,46.37,0.28,29.72,37.61,193
18-02-2017,75.46,197.99,46.97,0.24,33.86,39.71,179
19-02-2017,63.58,163.83,40.25,0.23,27.84,50.72,141
20-02-2017,57.61,157.84,35.93,0.25,22.31,39.94,160
21-02-2017,53.34,144.79,44.31,0.24,25.23,39.26,128
22-02-2017,65.52,167.51,46.93,0.27,20.72,49.52,161
23-02-2017,72,184.43,48.13,0.28,24.77,52.2,164
24-02-2017,68.68,178.16,44.73,0.21,30.71,56.79,183
25-02-2017,80.73,198.07,46.49,0.21,40.3,51.85,165
26-02-2017,64.09,163.99,44.5,0.22,26.83,57.97,165
27-02-2017,55.13,148.99,39.79,0.28,17.65,64.27,179
28-02-2017,69.06,177.21,45.33,0.23,27.21,64.43,197
01-03-2017,63.3,161.94,38.86,0.24,15.45,38.61,166
02-03-2017,57.86,130.83,29.63,0.19,10.31,42.14,147
03-03-2017,28.95,87.02,25.79,0.14,7.43,51.83,142
04-03-2017,32.73,90.8,25.01,0.16,10.15,68.85,116
05-03-2017,31.06,69.14,19.79,0.14,14.85,55.32,102
06-03-2017,42.16,106.15,28,0.17,9.61,50.93,106
07-03-2017,35.62,80.09,17.76,0.14,12.29,55.68,109
08-03-2017,45.6,118.95,28.85,0.13,13.64,57.87,124
09-03-2017,77.14,189.5,45.09,0.2,19.6,47.16,181
10-03-2017,30.97,89.71,24.09,0.12,9.13,42.43,113
11-03-2017,30.33,111.84,33.13,0.11,12.9,43.3,108
12-03-2017,43.8,146.18,41.87,0.16,22.58,44.15,117
13-03-2017,63.7,181.89,42.87,0.21,25.87,52.81,143
14-03-2017,50.64,132.94,37.51,0.16,17.73,50.11,161
15-03-2017,21.27,57.52,18.26,0.11,7.85,41.95,95
16-03-2017,27.44,44.62,24.38,0.11,7.14,42.8,76
17-03-2017,54.73,118.8,45.98,0.16,17.35,39.39,97
18-03-2017,67.57,186,52.24,0.2,21.64,34.77,146
19-03-2017,63.1,216.97,54.07,0.19,24.11,29.02,167
20-03-2017,52.04,186.28,43.35,0.19,24,25.22,144
21-03-2017,61.33,191.22,50.59,0.17,29.93,41.21,145
22-03-2017,60.92,175.69,52,0.17,21.17,68.16,171
23-03-2017,60.33,158.98,48.25,0.23,10.61,64.54,175
24-03-2017,54.59,135.47,42.79,0.17,11.49,64.9,148
25-03-2017,60.55,148.34,41.27,0.19,14.86,63.64,137
26-03-2017,62.45,152.69,38.24,0.17,12.7,65.94,140
27-03-2017,57.61,144.64,39.4,0.16,13.08,66.96,164
28-03-2017,51.42,128.17,38.28,0.16,10.89,57.96,154
29-03-2017,49.28,117.75,33.72,0.16,6.55,57,127
30-03-2017,47.02,122.96,35.07,0.17,8.66,54.3,114
31-03-2017,45.77,119.32,35.7,0.15,8.68,62.1,150
01-04-2017,44.15,117.72,30.98,0.14,6.09,59.95,136
02-04-2017,51.9,144.41,41.35,0.16,8.48,49.08,123
03-04-2017,50.37,125.87,34.02,0.15,7.24,53.76,132
04-04-2017,43.52,105.3,30.44,0.14,10.83,55.87,123
05-04-2017,47.15,98.46,29.71,0.15,7.18,43.12,103
06-04-2017,44.33,118.21,36.95,0.16,9.13,39.14,92
07-04-2017,48.68,119.71,32.91,0.14,9.66,48.79,136
08-04-2017,68.34,186.2,38.38,0.2,16.14,41.4,128
09-04-2017,77.56,193.33,49.22,0.29,14.15,36.76,175
10-04-2017,67.48,184.29,39.61,0.21,17.04,46.58,164
11-04-2017,77.94,235.99,52.07,0.23,30.86,41.49,192
12-04-2017,158.04,485.88,70.52,0.3,70.39,10.79,199
13-04-2017,59.32,161.14,37.36,0.15,18.52,64.29,173
14-04-2017,60.92,155.57,32.52,0.17,16.51,53.34,165
15-04-2017,57.68,161.11,29.2,0.16,15.79,46.79,152
16-04-2017,56.31,172.7,28.75,0.15,14.29,41.88,148
17-04-2017,68.97,221.35,41.41,0.23,23.3,41.35,173
18-04-2017,70.99,219.74,45.1,0.25,22.43,56.8,191
19-04-2017,57.04,157.84,27.79,0.14,9.25,50.43,166
20-04-2017,49.73,155.18,35.29,0.12,15.24,48.24,131
21-04-2017,45.5,146.01,37.88,0.13,15.64,48.44,136
22-04-2017,53.51,173.04,42.5,0.19,19.01,42.89,143
23-04-2017,58.3,187.29,42.34,0.16,23.97,36.37,156
24-04-2017,57.26,195.54,40.89,0.17,19.79,33.12,162
25-04-2017,55.63,186.41,42.61,0.18,27.37,35.6,156
26-04-2017,61.48,178.52,51.82,0.06,19.33,26.72,151
27-04-2017,63.36,195.29,45.42,0.19,22.7,48.36,171
28-04-2017,37.64,90.98,23.58,0.09,5.2,70.21,142
29-04-2017,27.39,97.09,29.07,0.09,10.98,59.6,127
30-04-2017,24.73,71.82,25.71,0.1,11.4,55.85,99
01-05-2017,24.54,68.79,26.4,0.09,11.13,45.05,99
02-05-2017,29.34,70.91,21.73,0.1,5.69,64.01,110
03-05-2017,37.31,85.68,25.09,0.11,4.14,54.45,118
04-05-2017,43.24,111.88,26.06,0.15,8.28,52.6,130
05-05-2017,40.48,113.26,24.97,0.15,8.41,65.03,138
06-05-2017,38.11,89.14,25.56,0.11,11.54,50.37,122
07-05-2017,29.4,80.54,12.86,0.09,6.91,67.42,98
08-05-2017,27.81,82.02,18.72,0.06,10.16,62.99,131
09-05-2017,32.95,91.33,41.36,0.06,10.25,53.25,109
10-05-2017,31.54,71.48,56.78,0.16,5.59,93.07,165
11-05-2017,30.22,66.24,72.96,0.14,3.96,57.35,123
12-05-2017,34.8,77.97,36.6,0.15,4.51,53.61,86
13-05-2017,36.41,94.82,38.77,0.14,5.92,45.63,84
14-05-2017,40.68,101.34,42.42,0.15,4.93,44.74,107
15-05-2017,35.14,80.34,30.94,0.11,6.38,49.94,85
16-05-2017,37.13,108.52,41.07,0.11,9.81,37.77,98
17-05-2017,37.23,102.58,38.74,0.11,8.88,38.04,102
18-05-2017,48.21,159.97,50.64,0.13,11.25,32.17,118
19-05-2017,45.73,153.81,49.46,0.11,12.25,32.93,148
20-05-2017,41.91,143.04,48.49,0.11,10.89,36.62,126
21-05-2017,35.78,119.47,47.98,0.16,10,39.06,131
22-05-2017,38.13,117.36,51.56,0.13,8.43,44.56,115
23-05-2017,49.56,173.1,66.04,0.15,12.73,29.12,130
24-05-2017,57.16,177.19,70.75,0.17,9.6,30.25,156
25-05-2017,39.09,115.26,45.01,0.09,4.46,47.08,127
26-05-2017,43.73,135.42,47.81,0.1,7.28,45.06,119
27-05-2017,26.99,79.38,30.37,0.07,4.17,43.41,103
28-05-2017,26.35,79.05,35.91,0.09,6.47,53.11,93
29-05-2017,19.02,78.46,42.99,0.06,5.75,41.03,76
30-05-2017,17.31,78.58,46.38,0.06,10.87,36.63,82
31-05-2017,11.35,45.33,22.84,0.05,2.78,45.72,80
01-06-2017,10.04,35.01,25.83,0.06,1.66,48.75,79
02-06-2017,13.75,45.45,22.7,0.07,3.03,57.96,109
03-06-2017,13.78,42.98,19.42,0.07,2.33,53.33,103
04-06-2017,14.36,40.42,24.08,0.08,4.09,46.26,84
05-06-2017,16.11,54.35,19.2,0.07,6,54.74,106
06-06-2017,17.77,57.12,21.89,0.09,4.06,54.65,97
07-06-2017,12.3,31.28,11.7,0.07,3.66,48.45,74
08-06-2017,11.78,27.93,19.22,0.08,2.68,36.3,67
09-06-2017,17.05,39.07,20.03,0.08,5.5,33.48,69
10-06-2017,7.84,21.21,15.62,0.1,3.68,36.93,68
11-06-2017,7.85,18.39,15.56,0.09,2.04,27.75,61
12-06-2017,5.56,11.67,8.47,0.07,3.57,27.08,50
13-06-2017,6.92,16.59,17.19,0.13,4.03,42.25,63
14-06-2017,19.65,42.88,16.5,0.25,3.87,54.73,84
15-06-2017,13.54,30.33,18.12,0.21,3.98,48.18,75
16-06-2017,9.71,21.19,14.66,0.19,3.1,50.2,72
17-06-2017,13.07,35.43,16.86,0.23,4.67,52.04,94
18-06-2017,12.88,33.71,15.24,0.17,4.33,54.45,86
19-06-2017,7.61,18.66,11.6,0.17,3.95,40.17,82
20-06-2017,7.38,23.73,12.26,0.14,3.67,39.37,83
21-06-2017,8.66,29.59,14.39,0.14,11.12,37.42,70
22-06-2017,11.4,39.16,18,0.16,4.17,27.54,59
23-06-2017,11.48,37.59,15.64,0.18,5.22,29.81,67
24-06-2017,10.85,39.43,11.31,0.16,5.26,34.33,63
25-06-2017,11.81,37.65,13.1,0.15,5.17,35.59,60
26-06-2017,11.79,38.79,10.8,0.14,5.22,33.43,63
27-06-2017,11.82,36.34,11.63,0.09,5.31,31.88,53
28-06-2017,8.84,29.13,14.13,0.09,13.04,31.16,60
29-06-2017,10.38,39.46,12.42,0.18,5.66,32.42,62
30-06-2017,13.08,53.54,11.15,0.14,5.22,33.21,61
01-07-2017,10.98,42.56,12.28,0.14,3.86,32.5,63
02-07-2017,9.75,37.86,11.87,0.13,6.13,31.55,66
03-07-2017,11.8,46.69,13.33,0.17,6.91,32.11,66
04-07-2017,15.53,48.65,13.28,0.15,13.54,29.3,57
05-07-2017,10.4,37,12.88,0.16,13.72,30.35,58
06-07-2017,14.66,45.03,14.12,0.18,7.07,29.56,57
07-07-2017,14.77,43.48,16.09,0.17,5.99,30.48,63
08-07-2017,18.19,55.27,15.37,0.15,6.05,34.11,66
09-07-2017,18.1,47.47,14.82,0.16,6.71,32.87,61
10-07-2017,15,39.94,17.03,0.19,7.42,29.39,60
11-07-2017,19.31,59.13,16.31,0.16,6.56,26.9,60
12-07-2017,14.29,47.25,15.3,0.15,5.86,29.41,66
13-07-2017,14.49,42.92,12.53,0.17,5.98,28.55,58
14-07-2017,13.9,35.06,13.56,0.14,5.01,27.6,53
15-07-2017,16.53,63.46,11.48,0.14,6.85,29.24,74
16-07-2017,10.24,34.05,8.45,0.17,6.48,34.63,86
17-07-2017,10.78,27.38,12.06,0.16,4.3,31.84,93
18-07-2017,8.48,18.17,10.62,0.15,2.97,26.27,47
19-07-2017,5.72,14.48,12.4,0.15,3.27,25,46
20-07-2017,6.54,16.81,9.5,0.14,3.09,26.17,48
21-07-2017,10.83,34.66,9.71,0.15,4.23,28.25,50
22-07-2017,13.37,53.26,10.08,0.15,5.05,29.49,55
23-07-2017,15.97,66.76,11.72,0.15,2.96,31.42,71
24-07-2017,15.62,52.3,12.84,0.15,4.5,29.9,65
25-07-2017,14.04,56.61,10.9,0.17,4.66,25.83,55
26-07-2017,16.55,61.4,12.98,0.18,4.65,28.42,62
27-07-2017,14.43,49,13.97,0.16,6.12,28.62,60
28-07-2017,12.62,41.75,14.04,0.17,3.6,26.67,56
29-07-2017,15.28,47.66,14.93,0.17,4.23,29.08,55
30-07-2017,17.5,60.16,16.64,0.2,5.83,27.97,63
31-07-2017,17.42,57.47,18.87,0.21,5.04,28.83,69
01-08-2017,16.85,49.6,17,0.21,5.57,27.81,60
02-08-2017,16.78,54.83,13.74,0.2,10.67,26.03,61
03-08-2017,11.79,34.3,10.34,0.17,5.77,22.38,51
04-08-2017,13.35,44.95,18.12,0.17,5.55,24.55,49
05-08-2017,20.34,64.87,20.12,0.18,6.57,27.34,67
06-08-2017,23.03,80.57,22.47,0.17,14.85,28.27,75
07-08-2017,26.22,81.09,21.64,0.23,4.69,25.05,90
08-08-2017,24.87,68.32,19.65,0.22,6.76,24.75,83
09-08-2017,20.47,43.45,16.75,0.27,3.85,25.82,80
10-08-2017,14.91,32.93,11.51,0.19,5.41,23.33,71
11-08-2017,17.76,44.97,15.61,0.24,6.22,32.72,65
12-08-2017,15.1,36.13,14.19,0.25,5.1,32.06,67
13-08-2017,17.08,37.86,15.64,0.22,4.33,26.67,55
14-08-2017,20.36,40.24,14.29,0.23,5.62,29.5,60
15-08-2017,16.4,44.14,13.37,0.22,5.23,28.81,58
16-08-2017,20.12,56.17,12.73,0.18,4.97,32.41,63
17-08-2017,21.77,76.01,15.13,0.17,5.32,32.76,70
18-08-2017,26.6,80.23,16.09,0.17,4.95,29.62,85
19-08-2017,17.35,36.53,11.78,0.12,4.84,32.33,65
20-08-2017,7.42,10.54,8.85,0.15,4.18,37.5,59
21-08-2017,10.89,26.2,11.31,0.16,4.88,38.36,62
22-08-2017,12.56,37.28,15.13,0.19,6.04,31.68,60
23-08-2017,15.41,54.16,16.07,0.16,5.01,31.8,62
24-08-2017,23.63,60.91,17.43,0.21,4.59,31.39,72
25-08-2017,13.53,32.41,11.42,0.18,3.8,33.12,72
26-08-2017,11.58,21.88,9.53,0.12,3.99,31.66,55
27-08-2017,13.1,22.77,10.5,0.17,4.87,30.92,52
28-08-2017,8.26,12.31,9.12,0.17,4.25,31.84,56
29-08-2017,6.57,11.4,9.26,0.12,4.4,35.24,56
30-08-2017,12.26,33.08,10.14,0.17,4.36,32.5,56
31-08-2017,14.63,49.77,13.14,0.21,12.8,30.67,60
01-09-2017,19.92,63.66,14.34,0.23,5.16,35.74,71
02-09-2017,24.42,75.72,16.47,0.22,13.58,32.11,87
03-09-2017,12.96,37.21,12,0.17,6.44,33.41,64
04-09-2017,17.26,49.36,16.95,0.21,4.92,33.5,59
05-09-2017,19.86,62.12,14.47,0.18,5.04,41.28,79
06-09-2017,29.32,70.96,19.22,0.19,4.97,24.76,86
07-09-2017,40.82,80.64,19.8,0.21,5.23,32.88,82
08-09-2017,32.63,58.94,19.17,0.18,4.57,39.66,74
09-09-2017,32.88,57.8,15.23,0.19,5.02,41.62,72
10-09-2017,18.58,41.91,15.66,0.09,3.32,31.82,60
11-09-2017,12.34,30.25,15.36,0.21,4.19,32.15,51
12-09-2017,10.33,27.36,15.27,0.11,4.17,33.02,55
13-09-2017,17.29,36.34,17.06,0.07,5.03,30.88,55
14-09-2017,10.44,17.55,15.62,0.05,5.09,34.13,60
15-09-2017,12.64,27.69,15.22,0.06,4.68,38,56
16-09-2017,10.27,19.92,13.77,0.06,13.08,34.23,56
17-09-2017,15.67,27.18,12.72,0.04,3.3,31.75,39
18-09-2017,9.17,16.29,10.48,0.04,4.37,34.2,53
19-09-2017,10.28,19.23,10.5,0.05,4.24,38.84,54
20-09-2017,9.76,24.64,10.86,0.05,5.12,41.74,57
21-09-2017,14.88,28.99,11.41,0.05,4.06,37.47,59
22-09-2017,20.5,35.75,15.36,0.03,4.59,36.6,58
23-09-2017,29.61,63.17,17.97,0,5.13,30.97,54
24-09-2017,42,108.57,19.98,0,5.99,29.73,95
25-09-2017,39.68,87.46,20.38,0,5.73,29.35,99
26-09-2017,45.69,98.84,20.98,0,7.2,29.15,80
27-09-2017,50.36,108.16,23.27,0,6.41,28.45,107
28-09-2017,45.9,74.16,20.69,0,5.29,28.01,98
29-09-2017,41.57,58.36,18.5,0,4.87,31.95,74
30-09-2017,41.26,61.2,17.45,0,5.4,34.25,70
01-10-2017,31.08,50.52,11.81,0.26,5.12,29.4,110
03-10-2017,24.16,36.84,18.96,0.34,6.88,34.69,53
04-10-2017,49.75,77.06,22.44,0.66,10.46,39.92,102
05-10-2017,55.88,89.52,22.79,0.33,8.94,43.05,164
06-10-2017,28.48,54.04,19.44,0.21,5.7,32.82,102
07-10-2017,22.6,46.38,24.12,0.57,7.36,43.87,94
08-10-2017,32.08,42.02,24.14,0.29,19.21,36.8,100
09-10-2017,25.79,41.72,17.7,0.36,4.24,41.5,111
10-10-2017,28.04,46.53,24.18,0.1,8.63,70.62,103
11-10-2017,27.38,51.78,25.01,0.19,4.3,43.76,113
12-10-2017,41.74,69.1,26.83,0.11,4.2,54.35,102
13-10-2017,20.48,39.46,19.29,0.08,2.36,79.99,147
14-10-2017,33.32,60.37,25.1,0.1,2.46,63.15,123
15-10-2017,35.59,61.1,22.1,0.06,4.4,57.62,97
17-10-2017,72.18,133.53,36.5,0.15,11.19,67.21,154
18-10-2017,69.53,137.82,34.49,0.12,4.82,56.47,150
19-10-2017,75.46,144.81,30.6,0.31,5.43,57.92,151
20-10-2017,78.69,112.82,20.04,0.06,2.02,84.66,247
21-10-2017,67.18,105.44,18.74,0.1,10.49,81.47,141
22-10-2017,65.39,98.82,17.27,0.07,3.29,68.38,121
23-10-2017,53.78,83.34,21.46,0.19,5.28,53.28,113
24-10-2017,63.35,97.66,24.35,0.06,5.02,40.66,111
29-10-2017,70.46,147.82,25.47,0.12,7.7,58.83,145
30-10-2017,41.57302362,92.43864353,32.10652756,0,8.652181102,34.63283465,130
31-10-2017,63.38,141.15,43.37,0.79,16.79,53.67,128
01-11-2017,68.21,149.12,46.37,1.19,14.94,58.62,150
02-11-2017,69.73,141.02,37.68,1.06,17.59,63.67,156
03-11-2017,66.51,126.96,37.44,1.04,20.33,55.23,158
04-11-2017,49.62,97.93,35.86,0.58,13.5,51.23,114
05-11-2017,32.45,68.47,31.18,0.52,13.78,47.67,91
06-11-2017,29.33,67.08,39.1,0.58,15.11,43.64,80
07-11-2017,34.96,81.64,43.63,0.68,11.95,43.46,94
08-11-2017,38.84,82.74,40.59,0.57,17.4,54.87,105
09-11-2017,39.57,84.55,39.12,0.59,16.53,50.7,95
10-11-2017,44.44,83.57,35.39,0.59,22.05,55.83,100
11-11-2017,61.84,115.98,42.21,0.63,27.55,71.54,123
12-11-2017,57.58,109.26,42.84,0.74,21.15,53.74,123
13-11-2017,55.36,107.88,37.83,0.74,17.25,59.62,111
14-11-2017,58.41,118.47,39.01,0.83,20.01,44.16,111
15-11-2017,51.08,100.21,36.07,0.68,16.76,48.8,104
16-11-2017,41.31,82.13,34.29,0.58,13.31,43.11,92
17-11-2017,37.72,80.34,33.87,0.61,14.81,37.36,82
18-11-2017,66.82,71.59,32.58,0.65,11.42,37.79,106
19-11-2017,36.53,77.41,34.18,0.72,10.46,39.81,112
20-11-2017,43.64,89.51,36.84,0.82,10.05,42.8,86
